nama,dept,sinta_id,scopus_h_index,gs_h_index,sinta_3yr_score,sinta_score,affil_3yr_score,affil_score
YUSUF SURYANA,PGSD Kampus Tasikmalaya (S1),5994506,0,7,133,323,0,0
MAMAN SOMANTRI,Teknik Elektro (S1),6003437,3,4,132,440,0,0
SRI SUMARTINI,Keperawatan (D3),6141086,1,5,118,188,0,0
AGUS SOLEHUDIN,Pendidikan Teknik Mesin (S1),6042424,3,0,117,328,0,0
DIDI TEGUH CHANDRA,Pendidikan Profesi Guru (Profesi),6148724,3,0,123,352,0,0
IWA KUNTADI,Pendidikan Teknik Otomotif (S1),6124175,2,3,117,264,0,0
MUNAWAR RAHMAT,Pendidikan Ilmu Pengetahuan Sosial (S2),5993616,2,8,116,453,0,0
MAULIA DEPRIYA KEMBARA,Manajemen Resort dan Leisure (S1),5995003,0,4,116,165,0,0
YANTI SHANTINI,Pendidikan Masyarakat (S2),5994917,1,3,123,223,0,0
HR AAM HAMDANI,Pendidikan Teknik Mesin (S1),5993854,3,5,122,281,0,0
ENI NURAENI,Pendidikan Biologi (S1),6003416,3,5,122,312,0,0
DIAH KUSUMAWATY,Biologi (S1),6005459,4,5,122,454,0,0
WANJAT KASTOLANI,Pendidikan Geografi (S2),258204,1,5,121,291,0,0
AGUS BUDIMAN,Pendidikan Seni Tari (S1),5995789,2,2,120,156,0,0
CAHYO PUJI ASMORO,Unknown,6175994,2,3,119,309,0,0
TJUTJU YUNIARSIH,Manajemen Perkantoran (S2),5986201,2,13,119,397,0,0
ACENG MUHTARAM MIRFANI,Administrasi Pendidikan (S1),5995460,0,6,119,690,0,0
NANANG DWI ARDI,Fisika (S1),257201,4,6,115,479,0,0
JENURI,Pendidikan Ilmu Pengetahuan Sosial (S2),6134447,0,8,115,257,0,0
DINA SITI LOGAYAH,Pendidikan IPS (S1),6140888,1,4,114,152,0,0
MUKHIDIN,Unknown,5991832,3,6,114,265,0,0
RIKA RAFIKAH AGUSTIN,Unknown,6115166,2,6,114,288,0,0
YOYOH JABAEDAH,Pendidikan Kesejahteraan Keluarga (S1),5993750,1,6,113,252,0,0
AMPRASTO,Pendidikan Biologi (S1),5988635,1,5,113,197,0,0
DANNY MEIRAWAN,Pendidikan Teknik Bangunan (S1),6112016,2,9,113,269,0,0
UDIN SUPRIADI,Ilmu Pendidikan Agama Islam (S1),5993561,1,6,112,342,0,0
BUDIMAN ANWAR,Kimia (S1),5978128,3,6,111,248,0,0
EKO SULISTIONO,Pendidikan Masyarakat (S1),6722048,0,1,111,116,0,0
ERLANGGA,Pendidikan Ilmu Komputer (S1),6653131,1,1,110,118,0,0
SANDIE GUNARA,Pendidikan Seni Musik (S1),5977160,1,5,110,163,0,0
ROFI ROFAIDA,Manajemen (S2),5993860,1,0,110,311,0,0
AGUS TAUFIQ,Bimbingan Dan Konseling (S2),6038357,1,6,110,193,0,0
IDAT MUQODAS,PGPAUD Kampus Purwakarta (S1),5994301,1,7,110,189,0,0
ASEP WAHYUDIN,Pendidikan Ilmu Komputer (S2),5991982,2,4,109,244,0,0
SUHARA,Pendidikan Biologi (S1),6125279,1,1,108,248,0,0
RITA PATRIASIH,Pendidikan Tata Boga (S1),5994115,1,5,108,224,0,0
WIWI SISWANINGSIH,Pendidikan Kimia (S1),6681972,4,8,108,384,0,0
"DR. DIAN INDIHADI, M.PD.",PGSD Kampus Tasikmalaya (S1),6014404,1,7,104,272,0,0
LILIS WIDANINGSIH,Pendidikan Teknik Arsitektur (S1),5995039,1,4,103,275,0,0
EKA NUGRAHA,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",5994296,3,3,103,420,0,0
JULIANA,Ilmu Ekonomi dan Keuangan Islam (S1),6649754,2,6,101,185,0,0
NANI SUTARNI,Unknown,5978295,1,5,100,161,0,0
IKMANDA NUGRAHA,Pendidikan IPA (S1),6000423,2,5,100,178,0,0
R BOYKE MULYANA,Pendidikan Kepelatihan Olahraga (S1),6139448,1,4,100,166,0,0
FITRI NURAENI,PGSD Kampus Purwakarta (S1),6694029,2,3,100,157,0,0
HERI YUSUF MUSLIHIN,Pendidikan Guru Sekolah Dasar Kampus Tasikmalaya (S2),6118136,0,0,99,139,0,0
AYU KRISHNA YULIAWATI,Manajemen (S1),5977407,4,0,99,356,0,0
IMAN IMANUDIN,Ilmu Keolahragaan (S1),5994171,1,10,92,324,0,0
MOKH. ADIB SULTAN,Manajemen (S1),6002446,1,0,92,121,0,0
KAMIN SUMARDI,Pendidikan Teknologi dan Kejuruan (S2),5978127,1,8,91,323,0,0
SRI HARTO,Pendidikan Bahasa Inggris (S1),6127481,1,3,91,161,0,0
DIAN RINJANI,Pendidikan Multimedia Kampus Cibiru (S1),6127196,0,2,91,93,0,0
WAHYU SURAKUSUMAH,Pendidikan Biologi (S1),6723267,2,7,91,402,0,0
NAVIK ISTIKOMAH,Pendidikan Ekonomi (S1),6668198,1,3,91,160,0,0
AIM ABDULKARIM,Pendidikan Kewarganegaraan (S3),5992379,3,10,91,318,0,0
ELIH SUDIAPERMANA,Pendidikan Masyarakat (S3),6687259,1,6,91,180,0,0
YUSUF MURTADLO HIDAYAT,Pendidikan Bisnis (S1),6127532,1,3,90,93,0,0
RASIM,Ilmu Komputer (S1),5990962,5,5,90,405,0,0
HAIPAN SALAM,Pendidikan Teknik Mesin (S1),5978333,3,5,90,245,0,0
OMAY SUMARNA,Pendidikan Kimia (S1),6134687,5,5,90,361,0,0
MUHAMAD ARIEF RAMDHANY,Pendidikan Akuntansi (S1),5993223,1,3,89,200,0,0
YOSTIANI NOOR ASMI HARINI,Bahasa dan Sastra Indonesia (S1),5994037,0,2,89,150,0,0
LENI ANGGRAENI,Pendidikan Pancasila Dan Kewarganegaraan (S1),5988484,1,5,88,293,0,0
GIN GIN GUSTINE,Pendidikan Bahasa Inggris (S2),6729061,3,5,88,193,0,0
GUN GUN GUMILAR,Kimia (S1),5983442,4,6,88,363,0,0
ENJANG ALI NURDIN,Unknown,6141098,2,2,88,158,0,0
SEPTIAN ANDRIYANI,Keperawatan (D3),6088520,0,6,87,174,0,0
KARIM SURYADI,Pendidikan Kewarganegaraan (S3),5988516,1,10,108,371,0,0
YAYAH RAHYASIH,Administrasi Pendidikan (S1),5994901,0,4,108,213,0,0
RINA MARINA,Teknik Sipil (S1),257938,2,3,107,215,0,0
BUDI SUSETYO,Pendidikan Khusus (S3),6016781,1,6,107,535,0,0
DIAH GUSRAYANI,PGSD Kampus Sumedang (S1),5993469,1,9,107,506,0,0
IHAT HATIMAH,Pendidikan Masyarakat (S3),5979054,0,10,106,296,0,0
AGUS FANY CHANDRA WIJAYA,Pendidikan Fisika (S1),6159695,2,8,106,393,0,0
ANGGA M SYAHID,Kepelatihan Fisik Olahraga (S1),6681782,2,2,106,111,0,0
ASEP HERRY HERNAWAN,Pengembangan Kurikulum (S2),5992721,0,16,105,363,0,0
WILDAN INSAN FAUZI,Pendidikan Sejarah (S1),5992676,1,4,105,172,0,0
"DR. WIENDARTUN, M.SI",Fisika (S1),5994190,3,2,95,379,0,0
DEDI KOSWARA,Pendidikan Bahasa dan Budaya Sunda (S2),5987715,1,5,95,350,0,0
SHINTA MAHARANI,Pendidikan Teknologi Agroindustri (S1),6000177,1,3,95,153,0,0
REGINA LICHTERIA PANJAITAN,PGSD Kampus Sumedang (S1),5996995,2,10,95,500,0,0
MITA NURHAYATI,Unknown,6745947,2,2,94,131,0,0
JAJANG KUSNENDAR,Pendidikan Ilmu Komputer (S1),5989839,4,5,94,318,0,0
TATI NARAWATI,Pendidikan Seni (S3),5995150,1,8,93,240,0,0
ACENG KOSASIH,Pendidikan Umum dan Karakter (S3),5976354,1,7,93,308,0,0
MOKH IMAN FIRMANSYAH,Ilmu Pendidikan Agama Islam (S1),5993699,1,3,93,204,0,0
ANDREAS SUWANDI,Pendidikan Pariwisata (S1),6681654,0,2,93,100,0,0
EKA SAKTI YUDHA,Bimbingan Dan Konseling (S1),5978206,2,3,78,118,0,0
YATTI SUGIARTI,Pendidikan Teknologi Agroindustri (S1),5993933,2,3,78,205,0,0
NIA NAFISAH,Bahasa dan Sastra Inggris (S1),6005566,0,4,78,170,0,0
SUMANANG MUHTAR GOZALI,Matematika (S1),6121808,2,3,78,257,0,0
PIPIT PITRIANI,Pendidikan Kepelatihan Olahraga (S1),6663966,0,3,77,109,0,0
SUPRIYONO,Manajemen Industri Katering (S1),5992869,0,3,77,115,0,0
INDRA SAFARI,Pendidikan Jasmani (S2),5993891,2,6,76,187,0,0
DARIS HADIANTO,Sains Informasi Geografi (S1),6755923,1,3,76,140,0,0
GILAR GANDANA,Unknown,6138272,1,9,76,254,0,0
RAHMAT,Pendidikan Kewarganegaraan (S2),5990804,1,4,76,215,0,0
DADANG SUNDAWA,Pendidikan Ilmu Pengetahuan Sosial (S3),5990764,1,6,85,293,0,0
DEDI WARSANA,Film dan Televisi (S1),6778104,0,1,85,89,0,0
"DR. WAWAN WAHYU, M.PD.",Pendidikan Kimia (S2),6039132,3,6,85,269,0,0
UMAN SUHERMAN AS,Bimbingan Dan Konseling (S1),5995491,2,8,84,275,0,0
ROSITA RAHMA,Pendidikan Bahasa Dan Sastra Indonesia (S1),5994318,1,0,84,86,0,0
MUHAMAD NURSALMAN,Pendidikan Ilmu Komputer (S2),6143456,2,3,83,252,0,0
SRI SUBEKTI,Pendidikan Tata Boga (S1),5992880,4,4,83,370,0,0
DEDI SUTEDI,Pendidikan Bahasa Jepang (S2),5993118,1,6,83,262,0,0
WARLIM,Pendidikan Umum dan Karakter (S2),6124952,0,12,82,379,0,0
KHUSNUL NOVIANINGSIH,Matematika (S1),258640,3,4,82,277,0,0
"DR. RUHALIAH, M.HUM.",Pendidikan Bahasa Sunda (S1),5980277,0,5,87,423,0,0
CECE RAKHMAT,Pendidikan Khusus (S3),5993220,2,9,87,308,0,0
PUJI RAHMAWATI NURCAHYANI,Pendidikan Teknologi Agroindustri (S1),6733171,3,4,87,133,0,0
TRI INDRI HARDINI,Pendidikan Bahasa Perancis (S2),5978640,1,5,87,188,0,0
FEBBRY CIPTA,Pendidikan Seni Musik (S1),5995501,1,0,87,117,0,0
MOMO,Pendidikan Ilmu Pengetahuan Alam (S3),5994131,1,4,86,167,0,0
RADITYA MUHAMMAD,Rekayasa Perangkat Lunak (S1),6682222,1,2,86,137,0,0
SUCI UTAMI PUTRI,PGPAUD Kampus Purwakarta (S1),5993975,1,7,86,149,0,0
DJAM'AN SATORI,Unknown,5991840,1,20,86,355,0,0
ILHAMDANIAH,Arsitektur (S2),6003424,1,3,86,156,0,0
EUIS KURNIATI,Pendidikan Anak Usia Dini (S2),6001374,0,9,99,246,0,0
ALDISSAIN JURIZAT,Unknown,6746163,1,2,99,147,0,0
NURYADI,Pendidikan Olahraga (S2),6129407,1,3,99,201,0,0
YAYAT SUDARYAT,Pendidikan Bahasa dan Budaya Sunda (S2),5987640,2,10,99,495,0,0
IDA FARIDA ADI PRAWIRA,Magister Ilmu Akuntansi (S2),6027190,1,5,98,139,0,0
EDI HENDRI MULYANA,PGPAUD Kampus Tasikmalaya (S1),5978623,0,7,98,269,0,0
SAEPUL ANWAR,Ilmu Pendidikan Agama Islam (S1),5989812,3,7,97,407,0,0
ARISTANTI WIDYANINGSIH965329,Magister Ilmu Akuntansi (S2),5975674,0,8,97,330,0,0
HARI MULYADI,Pendidikan Ekonomi (S3),5984810,2,9,96,381,0,0
TAUFIK RIDWAN,Pendidikan Sistem dan Teknologi Informasi Kampus P (S1),6757589,2,5,96,155,0,0
PRAYOGA BESTARI,Pendidikan Kewarganegaraan (S2),5995134,0,5,75,229,0,0
FIRMAN AZIZ,Ilmu Komunikasi (S1),6036674,2,3,75,182,0,0
DEWI CAKRAWATI,Pendidikan Teknologi Agroindustri (S1),5992915,3,6,75,367,0,0
MASHARYONO,Pendidikan Bisnis (S1),5984854,1,7,74,362,0,0
PATRIANA NURMANSYAH AWWALUDIN,Unknown,6690144,0,2,74,77,0,0
SUKO PRATOMO,Pendidikan Geografi (S2),6730573,1,6,74,100,0,0
IQBAL MUSTHAPA,Kimia (S1),5979687,4,5,73,408,0,0
DEWI RACHMATIN,Pendidikan Matematika (S1),5975775,1,5,73,124,0,0
FITRIANI AGUSTINA,Matematika (S1),5981275,2,4,73,184,0,0
WULANDARI PUTRI,PGSD Pendidikan Jasmani (S1),6199058,1,3,73,77,0,0
AAM ABDUSSALAM,Ilmu Pendidikan Agama Islam (S1),5993560,1,7,69,211,0,0
ENGKOS KOSASIH,Pendidikan Bahasa Indonesia (S2),6005773,0,20,69,276,0,0
DEWI SUSILAWATI,Pendidikan Jasmani (S2),5993632,1,0,69,69,0,0
RIZKI RAMADHAN,Unknown,6754432,1,6,68,167,0,0
ENJANG YUSUP ALI,PGSD Kampus Sumedang (S1),6749656,1,2,68,95,0,0
DETY AMELIA KARLINA,PGSD Kampus Sumedang (S1),5993444,1,4,68,99,0,0
DIAH CAHYANI PERMANA SARI,Arsitektur (S1),6003617,1,5,68,144,0,0
TUTI ISTIANTI,PGPAUD Kampus Cibiru (S1),5988088,1,7,67,187,0,0
KURNIAWATI,PGSD Kampus Cibiru (S1),6006759,0,5,67,221,0,0
ZAKARIAS SUKARYA SOETEJA,Pendidikan Seni (S3),6107747,0,5,67,161,0,0
"DR. UYU WAHYUDIN, M.PD",Pendidikan Masyarakat (S3),5993946,1,6,67,360,0,0
AI MAHMUDATUSSA ADAH,Pendidikan Tata Boga (S1),5994030,1,7,67,259,0,0
AHMAN,Bimbingan Dan Konseling (S3),5990333,1,1,66,118,0,0
NUR HAFIZ ABDURAHMAN,Pendidikan Bahasa Inggris (S1),6662753,1,3,66,103,0,0
YUDI NURCAHYA,Pendidikan Kepelatihan Olahraga (S1),6141059,1,3,66,72,0,0
MIRAWATI,PGPAUD Kampus Cibiru (S1),5982881,0,5,65,150,0,0
TUTIN ARYANTI,Arsitektur (S2),258178,3,6,65,509,0,0
RIDWAN ADAM MUHAMAD NOOR,Pendidikan Teknik Otomotif (S1),6003943,0,5,65,139,0,0
ANDIKA ARISETYAWAN,PGSD Kampus Serang (S1),6006836,0,7,65,148,0,0
ROJAB SITI RODLIYAH,Pendidikan Bahasa Inggris (S2),5978990,1,6,65,178,0,0
IMAS KURNIAWATY,Unknown,6146729,0,3,63,82,0,0
DEWI KUSRINI,Pendidikan Bahasa Jepang (S1),5994903,0,1,63,76,0,0
FERI HIDAYATULLAH FIRMANSYAH,Pendidikan Multimedia Kampus Cibiru (S1),6130481,0,2,62,69,0,0
WAWAN DARMAWAN,Pendidikan Sejarah (S3),5992655,1,5,62,229,0,0
ASEP SAEPUDIN,Pendidikan Masyarakat (S3),5994652,0,10,62,287,0,0
RR TJAHYANI BUSONO,Pendidikan Teknik Arsitektur (S1),6000749,0,4,62,214,0,0
DADANG KURNIA,PGSD Kampus Sumedang (S1),6721738,1,10,61,282,0,0
NITA NOVIANTI,Bahasa dan Sastra Inggris (S1),5978402,2,6,61,275,0,0
EKA PRIHATIN,Administrasi Pendidikan (S2),6147695,1,9,61,252,0,0
MAHMUDAH SALWA GIANTI,Mekatronika dan Kecerdasan Buatan Kampus Purwakart (S1),6779018,2,2,61,90,0,0
YOYO SOMANTRI,Pendidikan Teknik Elektro (S1),5993939,3,4,73,359,0,0
HERI SUTARNO,Pendidikan Ilmu Komputer (S1),5993380,4,2,72,312,0,0
YOPI KUSDINAR,Unknown,6745768,2,2,72,90,0,0
YUSEP SUKRAWAN,Pendidikan Teknik Otomotif (S1),5978341,1,6,72,210,0,0
HANI YULINDRASARI,Unknown,6033960,2,4,71,161,0,0
BANDI SOBANDI,Pendidikan Seni Rupa (S1),5993460,1,5,71,170,0,0
ROSA ARIANI SUKAMTO,Ilmu Komputer (S1),5974496,2,18,71,469,0,0
PIDI MOHAMAD SETIADI,PGSD Kampus Tasikmalaya (S1),6674027,1,2,71,94,0,0
BUDI HERMAWAN,Bahasa dan Sastra Inggris (S1),6728996,3,6,71,176,0,0
FAZRI NUR YUSUF,Pendidikan Bahasa Inggris (S3),5978422,1,4,70,131,0,0
LIZZA SUZANTI,PGPAUD Kampus Serang (S1),6147053,0,4,55,99,0,0
WILODATI,Pendidikan Sosiologi (S2),5976344,0,5,55,195,0,0
DANIEL JULIANTO TARIGAN,Pendidikan Kelautan dan Perikanan Kampus Serang (S1),6682292,0,3,55,64,0,0
MOCHAMAD IQBAL ARDIMANSYAH,Rekayasa Perangkat Lunak (S1),6658552,1,3,55,97,0,0
KUSNENDI,Pendidikan Ekonomi (S3),5993243,1,6,54,115,0,0
MUHAMAD MARIS AL GIFARI,Pendidikan Teknik Otomotif (S1),6101870,1,0,54,101,0,0
AMSOR,Pendidikan Fisika (S1),6681838,1,1,54,69,0,0
TIKA ANNISA LESTARI KOESWANDI,Kewirausahaan Kampus Tasikmalaya (S1),6721352,0,4,54,69,0,0
ASEP SUMPENA,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",5978427,0,2,54,90,0,0
RISRIS HARI NUGRAHA,Ilmu Pendidikan Agama Islam (S1),6692272,1,3,54,58,0,0
AIP SARIPUDIN,Teknik Elektro (S1),6002410,3,4,53,302,0,0
AMANDA PUSPANDITANING SEJATI,Unknown,6681142,1,1,53,56,0,0
JOHAR PERMANA,Administrasi Pendidikan (S3),5991886,1,11,53,249,0,0
SAID HAMID HASAN,Pendidikan Sejarah (S3),6193496,0,17,53,201,0,0
SEPTIAN WILLIYANTO,Ilmu Keolahragaan (S1),6726124,1,2,53,66,0,0
ERWIN RAHAYU SAPUTRA,PGSD Kampus Tasikmalaya (S1),6745747,0,2,53,66,0,0
RISA TRIARISANTI,Pendidikan Bahasa Korea (S1),6102047,0,1,53,57,0,0
MOHAMMAD RINDU FAJAR ISLAMY,Ilmu Pendidikan Agama Islam (S1),6722290,0,5,53,59,0,0
BUDHI PAMUNGKAS GAUTAMA,Manajemen (S1),5993835,0,7,52,160,0,0
TASMA SUCITA,Pendidikan Teknik Elektro (S1),5993914,1,2,52,255,0,0
SITI MUJDALIPAH,Pendidikan Teknologi Agroindustri (S1),6042954,1,8,57,344,0,0
NURHUDAYA,Bimbingan Dan Konseling (S3),5995574,1,3,57,87,0,0
KURNIA EKA WIJAYANTI,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6004877,1,0,57,104,0,0
RIZKI HIKMAWAN,Pendidikan Sistem dan Teknologi Informasi Kampus P (S1),6122897,0,4,57,75,0,0
ENCUM SUMIATY,Matematika (S1),6142475,1,0,57,151,0,0
"DR. LINDA SETIAWATI,M.PD.",Perpustakaan dan Sains Informasi (S1),5995101,1,7,56,140,0,0
HALIMAH,Pendidikan Bahasa Indonesia Bagi Penutur Asing (S2),6004942,1,3,56,130,0,0
OONG KOMAR,Pendidikan Masyarakat (S1),5986243,1,4,56,140,0,0
SILMI AFINA ALIYAN,Sains Informasi Geografi (S1),6749474,2,2,56,76,0,0
DEVI APRIANTI RIMADHANI AGUSTINI,Teknik Komputer (S1),6745751,2,2,55,112,0,0
RIDWAN EFFENDI,Ilmu Komunikasi (S1),5993378,2,7,61,280,0,0
BERLIANA,Pendidikan Olahraga (S2),6009121,1,2,61,83,0,0
YANI ACHDIANI,Pendidikan Kesejahteraan Keluarga (S1),6122039,2,6,61,206,0,0
IKIN SOLIKIN,Magister Ilmu Akuntansi (S2),5994587,0,6,61,188,0,0
DIAH LATIFAH,Pendidikan Bahasa Indonesia Bagi Penutur Asing (S2),5995238,0,4,61,125,0,0
DANDHI KUSWARDHANA,Pendidikan Teknik Elektro (S1),6133646,2,0,60,180,0,0
BAMBANG TRISNO,Pendidikan Teknik Elektro (S1),5993962,2,2,60,142,0,0
IIP SARIPAH,Pendidikan Masyarakat (S2),5994097,1,3,60,154,0,0
TAOPIK RAHMAN,PGPAUD Kampus Tasikmalaya (S1),5978619,0,6,60,118,0,0
SOLIHIN ICHAS HAMID,PGPAUD Kampus Cibiru (S1),257005,0,9,60,242,0,0
BUDI SUPRIATONO PURNOMO,Akuntansi (S1),5996343,0,6,65,288,0,0
KOMARUDIN,Pendidikan Kepelatihan Olahraga (S1),5992835,0,4,64,214,0,0
IKA LESTARI DAMAYANTI,Pendidikan Bahasa Inggris (S1),6745874,2,6,64,232,0,0
AGARA DAMA GAPUTRA,Unknown,6745709,0,1,63,65,0,0
I WAYAN RATNATA,Teknik Elektro (D3),6004542,1,4,63,156,0,0
LINNA MEILIA RASIBAN,Pendidikan Bahasa Jepang (S1),5992682,0,3,63,117,0,0
RESTU MINGGRA,Arsitektur (S1),5994304,1,1,63,122,0,0
MUH. HUSEN ARIFIN,PGSD Kampus Cibiru (S1),6745847,0,2,63,166,0,0
ENCEP SYARIEF NURDIN,Pendidikan Umum dan Karakter (S3),5983269,1,5,63,290,0,0
IQBAL FADLIL 'ABDILLAH SHODIKIN,Unknown,6748117,0,56,63,465,0,0
SYARIP HIDAYAT,Pendidikan Guru Sekolah Dasar Kampus Tasikmalaya (S2),5996277,2,7,60,179,0,0
TAUFANI CHUSNUL KURNIATUN,Administrasi Pendidikan (S2),6043062,1,4,59,137,0,0
ENDIS FIRDAUS,Pendidikan Agama Islam (S2),5991808,2,6,59,179,0,0
ISAH CAHYANI,Pendidikan Bahasa Indonesia (S2),5994299,0,16,59,317,0,0
TRIAS MEGAYANTI,Pendidikan Teknik Arsitektur (S1),6003266,1,2,59,126,0,0
ISNIE YUSNITHA,Pendidikan Matematika (S1),5993405,2,3,59,241,0,0
AGUS GUMILAR,Unknown,6681736,1,2,59,84,0,0
YOGI AKIN,PGSD Penjas Kampus Sumedang (S1),5993593,1,2,58,84,0,0
FITRI ALFARISA,PGSD Kampus Serang (S1),6691682,2,4,58,85,0,0
TATI SUMIATI,Unknown,6144320,2,0,58,92,0,0
PURNOMO,Pendidikan Masyarakat (S1),6655363,3,4,82,140,0,0
DERI HENDRIAWAN,PGPAUD Kampus Serang (S1),6006923,0,3,81,100,0,0
NANIN TRIANAWATI SUGITO,Survey Pemetaan dan Informasi Geografis (D3),6115094,2,4,80,197,0,0
CEPI TRIATNA,Pedagogik (S2),5978540,1,14,80,831,0,0
LELI KURNIAWATI,Pendidikan Guru Pendidikan Anak Usia Dini (S1),5994085,0,3,80,138,0,0
TIA PURNIATI,Pendidikan Matematika (S1),6125459,1,6,79,182,0,0
TUTI SUARTINI,Pendidikan Teknik Elektro (S1),5983986,0,3,79,108,0,0
DIANA NOOR ANGGRAINI,Pendidikan IPS (S1),6140867,2,4,79,139,0,0
